anger,fear,joy,sadness,analytical,confident,tentative,negative,positive,rotx,roty,rotz,width,length,height,hue,lightness,opacity,gloss
0,1,0,0,1,0,0,1,0,353,35,298,80,7,4,112,78,86,1
0,0,1,0,0,1,0,0,1,139,212,60,29,31,71,67,53,53,1
1,0,0,1,0,0,1,0,0,123,25,0,99,50,4,39,64,78,1
0,1,0,0,1,0,0,1,0,211,48,59,53,34,84,122,52,27,0
0,0,1,0,0,1,0,0,1,20,303,343,98,77,26,202,96,12,1
1,0,0,1,0,0,1,0,0,43,159,207,13,49,82,35,61,87,1
0,1,0,0,1,0,0,1,0,331,63,236,61,52,29,118,81,64,1
0,0,1,0,0,1,0,0,1,86,272,133,69,67,22,232,98,49,0
1,0,0,1,0,0,1,0,0,289,136,211,94,45,46,21,66,74,0
0,1,0,0,1,0,0,1,0,118,56,80,76,83,73,180,76,25,1
0,0,1,0,0,1,0,0,1,304,158,227,37,18,83,55,65,47,1
1,0,0,1,0,0,1,0,0,210,30,278,39,93,55,221,51,22,0
0,1,0,0,1,0,0,1,0,111,167,82,93,37,89,82,70,23,0
0,0,1,0,0,1,0,0,1,204,259,17,39,92,2,162,55,30,0
1,0,0,1,0,0,1,0,0,40,125,337,23,34,65,112,98,99,1
0,1,0,0,1,0,0,1,0,291,249,262,37,25,94,218,92,65,1
0,0,1,0,0,1,0,0,1,295,302,30,35,27,98,193,91,71,1
1,0,0,1,0,0,1,0,0,203,93,311,89,0,25,189,64,18,0
0,1,0,0,1,0,0,1,0,315,142,1,15,20,15,201,71,83,0
0,0,1,0,0,1,0,0,1,215,248,356,60,19,22,32,50,71,1
1,0,0,1,0,0,1,0,0,236,332,178,14,10,62,2,88,0,1
0,1,0,0,1,0,0,1,0,141,117,322,1,38,97,83,63,71,1
0,0,1,0,0,1,0,0,1,224,166,84,74,53,85,63,53,60,0
1,0,0,1,0,0,1,0,0,171,156,208,80,93,83,87,66,44,1
0,1,0,0,1,0,0,1,0,25,165,216,16,36,57,55,52,19,1
0,0,1,0,0,1,0,0,1,172,252,105,54,19,45,241,79,80,1
1,0,0,1,0,0,1,0,0,254,277,358,61,14,74,135,90,72,0
0,1,0,0,1,0,0,1,0,60,223,180,48,15,83,22,52,90,0
0,0,1,0,0,1,0,0,1,264,340,159,51,40,6,133,54,42,0
1,0,0,1,0,0,1,0,0,162,137,22,97,47,18,188,85,25,0
0,1,0,0,1,0,0,1,0,321,299,254,29,47,55,63,78,61,1
0,0,1,0,0,1,0,0,1,333,157,43,17,78,11,148,96,58,0
1,0,0,1,0,0,1,0,0,67,171,229,25,32,67,157,64,0,1
0,1,0,0,1,0,0,1,0,332,31,133,41,67,24,204,65,96,0
0,0,1,0,0,1,0,0,1,64,218,189,36,32,1,60,99,92,0
1,0,0,1,0,0,1,0,0,343,71,302,91,75,79,195,83,26,0
0,1,0,0,1,0,0,1,0,114,319,68,3,68,43,211,73,71,1
0,0,1,0,0,1,0,0,1,303,339,253,17,61,67,9,67,53,0
1,0,0,1,0,0,1,0,0,76,324,160,31,94,39,59,60,36,0
0,1,0,0,1,0,0,1,0,51,14,0,49,79,30,155,76,5,0
0,0,1,0,0,1,0,0,1,230,184,104,10,0,56,247,83,20,1
1,0,0,1,0,0,1,0,0,342,360,237,43,73,99,35,52,81,1
0,1,0,0,1,0,0,1,0,166,250,8,44,33,22,155,90,55,1
0,0,1,0,0,1,0,0,1,121,114,280,26,79,77,50,65,15,1
1,0,0,1,0,0,1,0,0,115,49,234,20,19,69,65,82,30,1
0,1,0,0,1,0,0,1,0,71,343,192,99,4,37,32,62,93,0
0,0,1,0,0,1,0,0,1,273,260,154,7,10,10,41,97,26,1
1,0,0,1,0,0,1,0,0,79,309,240,39,87,11,107,51,81,0
0,1,0,0,1,0,0,1,0,320,339,199,97,49,62,166,75,45,0
0,0,1,0,0,1,0,0,1,266,192,323,96,28,43,208,70,5,0
1,0,0,1,0,0,1,0,0,337,18,89,61,0,84,179,53,68,0
0,1,0,0,1,0,0,1,0,286,190,3,48,72,33,224,66,15,0
0,0,1,0,0,1,0,0,1,22,39,302,67,61,22,105,85,46,0
1,0,0,1,0,0,1,0,0,74,108,217,36,57,26,69,86,10,0
0,1,0,0,1,0,0,1,0,17,332,107,57,15,96,192,89,61,1
0,0,1,0,0,1,0,0,1,17,159,224,87,28,32,139,82,81,0
1,0,0,1,0,0,1,0,0,156,39,321,49,28,65,230,89,25,1
0,1,0,0,1,0,0,1,0,206,317,209,76,27,94,1,70,74,1
0,0,1,0,0,1,0,0,1,42,96,259,55,36,5,206,69,8,0
1,0,0,1,0,0,1,0,0,43,281,41,97,95,89,77,68,54,0
0,1,0,0,1,0,0,1,0,172,43,54,54,59,89,148,68,29,0
0,0,1,0,0,1,0,0,1,294,60,242,26,9,91,45,51,17,1
1,0,0,1,0,0,1,0,0,132,264,284,87,54,69,109,56,26,0
0,1,0,0,1,0,0,1,0,258,99,57,10,72,21,83,66,88,0
0,0,1,0,0,1,0,0,1,54,90,280,69,75,66,148,77,64,1
1,0,0,1,0,0,1,0,0,347,308,214,7,70,60,157,93,91,0
0,1,0,0,1,0,0,1,0,269,336,65,2,40,1,228,99,80,0
0,0,1,0,0,1,0,0,1,4,186,13,31,92,97,147,72,63,1
1,0,0,1,0,0,1,0,0,71,224,312,51,10,53,127,51,53,1
0,1,0,0,1,0,0,1,0,319,85,309,9,38,66,181,82,75,0
0,0,1,0,0,1,0,0,1,306,324,331,66,44,32,85,59,11,0
1,0,0,1,0,0,1,0,0,236,163,171,21,88,74,96,70,28,1
0,1,0,0,1,0,0,1,0,169,70,20,4,97,95,198,77,13,0
0,0,1,0,0,1,0,0,1,115,174,7,0,24,13,168,77,76,1
1,0,0,1,0,0,1,0,0,152,180,302,27,56,90,236,51,87,0
0,1,0,0,1,0,0,1,0,220,24,214,26,13,65,40,57,87,0
0,0,1,0,0,1,0,0,1,279,189,149,24,15,35,176,74,43,1
1,0,0,1,0,0,1,0,0,94,185,93,37,59,83,164,98,90,0
0,1,0,0,1,0,0,1,0,129,164,89,80,91,56,87,69,64,1
0,0,1,0,0,1,0,0,1,310,213,87,73,31,37,243,83,87,0
1,0,0,1,0,0,1,0,0,76,109,104,1,39,44,236,97,3,0
0,1,0,0,1,0,0,1,0,267,21,221,17,72,31,148,92,10,1
0,0,1,0,0,1,0,0,1,171,130,107,99,26,9,153,99,37,0
1,0,0,1,0,0,1,0,0,0,204,257,23,68,84,31,69,90,1
0,1,0,0,1,0,0,1,0,162,214,53,7,10,77,173,92,57,0
0,0,1,0,0,1,0,0,1,182,289,237,78,56,56,48,80,65,0
1,0,0,1,0,0,1,0,0,111,278,290,94,65,68,71,60,12,0
0,1,0,0,1,0,0,1,0,245,308,4,91,90,27,60,63,36,0
0,0,1,0,0,1,0,0,1,85,57,176,32,10,53,145,58,40,1
1,0,0,1,0,0,1,0,0,291,115,200,44,88,43,233,98,31,0
0,1,0,0,1,0,0,1,0,333,339,152,75,5,10,115,92,69,0
0,0,1,0,0,1,0,0,1,287,296,152,29,13,51,136,94,98,0
1,0,0,1,0,0,1,0,0,72,65,246,81,86,58,208,72,43,0
0,1,0,0,1,0,0,1,0,283,16,217,39,77,25,32,54,73,1
0,0,1,0,0,1,0,0,1,10,105,182,74,72,11,213,90,22,1
1,0,0,1,0,0,1,0,0,19,43,36,39,10,49,203,91,7,0
0,1,0,0,1,0,0,1,0,47,337,306,66,64,85,239,63,36,1
0,0,1,0,0,1,0,0,1,179,233,174,99,23,22,186,58,8,0
1,0,0,1,0,0,1,0,0,241,28,213,84,7,94,59,69,62,0
0,1,0,0,1,0,0,1,0,89,318,292,68,79,24,205,57,38,0
0,0,1,0,0,1,0,0,1,6,268,7,15,51,57,133,78,5,1
1,0,0,1,0,0,1,0,0,235,49,134,68,55,68,210,93,51,0
0,1,0,0,1,0,0,1,0,153,327,48,13,23,15,218,56,88,1
0,0,1,0,0,1,0,0,1,62,242,266,79,8,98,157,72,12,1
1,0,0,1,0,0,1,0,0,219,189,149,90,43,77,236,61,44,0
0,1,0,0,1,0,0,1,0,207,137,321,14,98,5,202,81,62,0
0,0,1,0,0,1,0,0,1,131,37,360,68,80,96,20,98,78,1
1,0,0,1,0,0,1,0,0,202,85,158,87,61,63,43,98,92,0
0,1,0,0,1,0,0,1,0,218,334,13,11,36,97,47,98,16,1
0,0,1,0,0,1,0,0,1,248,326,258,64,0,18,115,91,37,1
1,0,0,1,0,0,1,0,0,335,314,90,57,4,34,242,86,2,0
0,1,0,0,1,0,0,1,0,331,343,251,2,8,84,148,55,84,0
0,0,1,0,0,1,0,0,1,144,289,290,77,58,70,56,51,14,0
1,0,0,1,0,0,1,0,0,24,263,140,73,13,30,80,64,16,0
0,1,0,0,1,0,0,1,0,195,84,12,43,55,69,234,50,36,0
0,0,1,0,0,1,0,0,1,117,303,353,2,39,42,152,51,41,1
1,0,0,1,0,0,1,0,0,359,63,10,36,28,21,4,100,44,0
0,1,0,0,1,0,0,1,0,101,108,107,7,54,65,54,91,15,1
0,0,1,0,0,1,0,0,1,14,250,204,28,12,70,169,59,38,0
1,0,0,1,0,0,1,0,0,216,86,240,74,79,16,63,91,10,0
0,1,0,0,1,0,0,1,0,271,231,136,53,43,19,151,83,98,1
0,0,1,0,0,1,0,0,1,252,301,177,86,54,33,205,83,85,1
1,0,0,1,0,0,1,0,0,332,101,323,34,2,91,253,91,24,0
0,1,0,0,1,0,0,1,0,94,167,5,40,95,44,200,51,94,1
0,0,1,0,0,1,0,0,1,271,37,154,46,76,18,150,95,5,0
1,0,0,1,0,0,1,0,0,360,30,94,94,19,5,91,53,7,0
0,1,0,0,1,0,0,1,0,346,162,237,16,72,74,172,95,25,1
0,0,1,0,0,1,0,0,1,290,119,21,96,67,8,69,55,74,1
1,0,0,1,0,0,1,0,0,296,193,186,42,3,57,154,60,65,1
0,1,0,0,1,0,0,1,0,139,343,287,35,33,48,94,97,38,0
0,0,1,0,0,1,0,0,1,25,294,327,11,77,96,155,91,94,1
1,0,0,1,0,0,1,0,0,252,7,108,77,39,66,28,90,13,1
0,1,0,0,1,0,0,1,0,260,54,311,36,27,60,221,88,41,0
0,0,1,0,0,1,0,0,1,110,191,140,24,2,91,71,94,58,0
1,0,0,1,0,0,1,0,0,30,137,26,49,96,83,162,90,29,0
0,1,0,0,1,0,0,1,0,148,189,25,80,24,21,229,93,14,1
0,0,1,0,0,1,0,0,1,214,342,318,55,64,70,77,81,16,0
1,0,0,1,0,0,1,0,0,62,299,302,32,88,94,111,89,17,0
0,1,0,0,1,0,0,1,0,271,70,87,17,67,31,100,84,0,1
0,0,1,0,0,1,0,0,1,157,320,327,10,81,91,156,55,84,1
1,0,0,1,0,0,1,0,0,201,75,57,65,89,37,253,53,85,1
0,1,0,0,1,0,0,1,0,217,309,250,91,21,67,20,73,85,1
0,0,1,0,0,1,0,0,1,144,292,62,76,15,51,191,57,54,0
1,0,0,1,0,0,1,0,0,17,199,43,15,3,46,69,86,83,1
0,1,0,0,1,0,0,1,0,50,267,301,69,78,90,164,55,91,0
0,0,1,0,0,1,0,0,1,74,273,336,52,52,31,202,57,58,0
1,0,0,1,0,0,1,0,0,236,64,13,66,49,67,176,98,82,0
0,1,0,0,1,0,0,1,0,343,132,15,22,85,19,98,56,97,1
0,0,1,0,0,1,0,0,1,172,95,2,38,90,24,21,84,76,1
1,0,0,1,0,0,1,0,0,308,180,173,67,76,24,55,54,91,1
0,1,0,0,1,0,0,1,0,6,237,106,40,10,74,43,82,20,1
0,0,1,0,0,1,0,0,1,212,77,13,29,48,80,153,76,58,0
1,0,0,1,0,0,1,0,0,96,108,127,20,47,31,156,95,12,1
0,1,0,0,1,0,0,1,0,221,303,279,47,53,50,100,71,60,1
0,0,1,0,0,1,0,0,1,140,5,22,63,29,14,219,98,84,0
1,0,0,1,0,0,1,0,0,41,289,185,80,2,63,4,87,21,0
0,1,0,0,1,0,0,1,0,334,88,116,55,12,63,201,100,25,1
0,0,1,0,0,1,0,0,1,93,152,64,75,89,91,75,60,77,1
1,0,0,1,0,0,1,0,0,142,52,20,4,23,23,198,94,95,0
0,1,0,0,1,0,0,1,0,158,316,217,99,22,66,80,55,35,0
0,0,1,0,0,1,0,0,1,344,89,60,84,72,5,105,100,26,0
1,0,0,1,0,0,1,0,0,145,173,234,64,1,4,93,56,31,1
0,1,0,0,1,0,0,1,0,311,68,156,61,22,29,165,53,72,0
0,0,1,0,0,1,0,0,1,296,1,22,18,87,28,234,76,22,1
1,0,0,1,0,0,1,0,0,48,208,214,44,37,90,116,81,47,1
0,1,0,0,1,0,0,1,0,258,1,179,6,45,37,7,70,76,1
0,0,1,0,0,1,0,0,1,357,164,326,66,6,28,239,90,86,0
1,0,0,1,0,0,1,0,0,249,31,111,69,34,93,209,55,14,0
0,1,0,0,1,0,0,1,0,34,290,337,35,27,14,44,61,14,0
0,0,1,0,0,1,0,0,1,271,47,174,97,77,89,20,93,61,1
1,0,0,1,0,0,1,0,0,171,94,21,67,91,19,229,95,3,1
0,1,0,0,1,0,0,1,0,90,356,28,98,8,60,160,63,6,1
0,0,1,0,0,1,0,0,1,278,80,250,58,75,27,16,58,3,1
1,0,0,1,0,0,1,0,0,28,103,260,7,6,83,234,97,11,0
0,1,0,0,1,0,0,1,0,143,149,73,64,80,76,77,55,7,0
0,0,1,0,0,1,0,0,1,163,349,166,68,66,74,128,65,45,1
1,0,0,1,0,0,1,0,0,147,73,232,9,39,87,242,86,90,0
0,1,0,0,1,0,0,1,0,103,281,47,61,37,68,79,59,12,0
0,0,1,0,0,1,0,0,1,270,173,290,54,52,65,52,93,37,1
1,0,0,1,0,0,1,0,0,228,69,150,0,42,17,138,59,34,1
0,1,0,0,1,0,0,1,0,51,48,350,82,7,13,80,53,40,0
0,0,1,0,0,1,0,0,1,158,217,55,62,74,13,58,74,58,0
1,0,0,1,0,0,1,0,0,73,181,179,90,62,28,203,88,89,1
0,1,0,0,1,0,0,1,0,316,52,344,38,8,49,4,100,6,0
0,0,1,0,0,1,0,0,1,217,273,225,100,100,10,7,62,15,1
1,0,0,1,0,0,1,0,0,82,278,207,73,91,60,206,87,54,1
0,1,0,0,1,0,0,1,0,107,18,189,45,27,27,86,98,4,0
0,0,1,0,0,1,0,0,1,274,242,112,56,94,95,141,59,23,0
1,0,0,1,0,0,1,0,0,234,136,214,82,70,46,130,86,95,1
0,1,0,0,1,0,0,1,0,326,292,22,26,18,57,68,80,46,1
0,0,1,0,0,1,0,0,1,33,258,262,27,19,60,61,64,94,1
1,0,0,1,0,0,1,0,0,258,126,137,12,54,83,14,84,32,1
0,1,0,0,1,0,0,1,0,43,158,299,59,44,1,232,74,92,1
0,0,1,0,0,1,0,0,1,182,319,354,65,14,50,203,80,51,1
1,0,0,1,0,0,1,0,0,99,116,176,77,89,10,134,51,75,1
0,1,0,0,1,0,0,1,0,212,336,224,67,76,24,153,90,18,0
0,0,1,0,0,1,0,0,1,162,163,168,23,23,56,38,59,13,1
1,0,0,1,0,0,1,0,0,229,266,229,7,6,74,23,62,36,0
0,1,0,0,1,0,0,1,0,356,44,183,87,42,77,96,67,45,0
0,0,1,0,0,1,0,0,1,156,3,110,15,15,59,39,69,98,0
1,0,0,1,0,0,1,0,0,11,33,84,16,98,67,72,60,3,0
0,1,0,0,1,0,0,1,0,73,277,280,77,8,98,64,91,92,1
0,0,1,0,0,1,0,0,1,252,74,315,62,18,90,238,81,82,0
1,0,0,1,0,0,1,0,0,249,143,330,93,59,13,32,83,22,0
0,1,0,0,1,0,0,1,0,203,181,68,93,7,55,91,70,8,0
0,0,1,0,0,1,0,0,1,45,178,279,83,95,59,22,99,66,1
1,0,0,1,0,0,1,0,0,83,45,294,35,42,59,52,92,6,1
0,1,0,0,1,0,0,1,0,71,136,292,61,55,82,50,87,44,0
0,0,1,0,0,1,0,0,1,335,231,201,88,39,92,250,72,41,0
1,0,0,1,0,0,1,0,0,352,72,59,87,24,48,243,84,27,1
0,1,0,0,1,0,0,1,0,108,220,93,98,2,39,230,74,6,0
0,0,1,0,0,1,0,0,1,148,253,33,26,69,98,230,50,98,0
1,0,0,1,0,0,1,0,0,292,146,313,34,84,100,140,77,42,1
0,1,0,0,1,0,0,1,0,339,287,278,0,71,61,22,53,32,1
0,0,1,0,0,1,0,0,1,25,272,225,0,34,52,209,77,36,1
1,0,0,1,0,0,1,0,0,98,37,260,74,53,38,166,52,100,0
0,1,0,0,1,0,0,1,0,320,325,242,72,48,40,199,75,10,1
0,0,1,0,0,1,0,0,1,89,267,274,100,96,61,164,52,37,1
1,0,0,1,0,0,1,0,0,283,266,134,92,14,96,199,96,15,0
0,1,0,0,1,0,0,1,0,349,95,208,50,82,27,184,98,90,1
0,0,1,0,0,1,0,0,1,142,8,278,73,91,80,245,94,13,0
1,0,0,1,0,0,1,0,0,154,162,50,24,51,74,246,67,83,1
0,1,0,0,1,0,0,1,0,352,191,130,28,35,97,68,53,27,0
0,0,1,0,0,1,0,0,1,235,86,21,75,47,85,194,54,20,1
1,0,0,1,0,0,1,0,0,308,306,116,56,42,50,106,67,10,0
0,1,0,0,1,0,0,1,0,132,261,109,84,63,26,220,84,63,0
0,0,1,0,0,1,0,0,1,234,165,191,23,64,72,121,91,14,0
1,0,0,1,0,0,1,0,0,310,308,101,53,49,13,251,92,37,1
0,1,0,0,1,0,0,1,0,349,14,40,88,90,27,249,74,88,0
0,0,1,0,0,1,0,0,1,51,226,74,89,77,33,221,77,99,0
1,0,0,1,0,0,1,0,0,204,257,89,12,14,50,26,66,11,1
0,1,0,0,1,0,0,1,0,337,33,233,83,19,68,51,50,61,1
0,0,1,0,0,1,0,0,1,358,181,33,50,19,67,61,90,46,0
1,0,0,1,0,0,1,0,0,13,256,199,33,84,35,50,90,58,1
0,1,0,0,1,0,0,1,0,351,66,165,30,8,86,249,59,64,0
0,0,1,0,0,1,0,0,1,108,36,308,72,69,89,22,51,54,1
1,0,0,1,0,0,1,0,0,175,68,170,63,64,87,95,78,1,1
0,1,0,0,1,0,0,1,0,340,215,80,92,72,64,138,89,16,0
0,0,1,0,0,1,0,0,1,56,345,308,12,53,75,143,63,63,0
1,0,0,1,0,0,1,0,0,287,165,338,34,14,79,233,88,57,0
0,1,0,0,1,0,0,1,0,317,257,270,57,44,40,94,61,96,1
0,0,1,0,0,1,0,0,1,232,288,311,95,52,0,17,92,62,0
1,0,0,1,0,0,1,0,0,278,327,170,1,61,64,127,57,59,0
0,1,0,0,1,0,0,1,0,218,56,344,71,63,78,47,93,14,0
0,0,1,0,0,1,0,0,1,91,294,237,10,86,8,222,56,19,1
1,0,0,1,0,0,1,0,0,7,9,16,47,33,12,99,100,18,0
0,1,0,0,1,0,0,1,0,61,255,165,62,8,65,154,68,49,0
0,0,1,0,0,1,0,0,1,202,30,164,33,18,7,24,51,71,1
1,0,0,1,0,0,1,0,0,208,197,120,25,58,93,82,100,56,0
0,1,0,0,1,0,0,1,0,132,162,27,83,76,70,74,73,81,1
0,0,1,0,0,1,0,0,1,319,117,84,35,46,67,15,95,73,0
1,0,0,1,0,0,1,0,0,238,356,180,60,34,72,196,67,73,0
0,1,0,0,1,0,0,1,0,313,359,342,68,99,58,158,76,38,1
0,0,1,0,0,1,0,0,1,128,17,261,58,92,97,46,85,78,1
1,0,0,1,0,0,1,0,0,3,315,14,97,4,59,77,98,17,0
0,1,0,0,1,0,0,1,0,258,159,162,57,27,51,161,71,24,0
0,0,1,0,0,1,0,0,1,348,27,243,50,10,8,92,95,32,0
1,0,0,1,0,0,1,0,0,54,252,240,83,89,71,7,62,39,1
0,1,0,0,1,0,0,1,0,170,91,180,57,73,8,145,60,29,1
0,0,1,0,0,1,0,0,1,350,345,66,47,15,52,5,61,92,0
1,0,0,1,0,0,1,0,0,26,283,36,97,43,32,151,90,58,1
0,1,0,0,1,0,0,1,0,114,240,177,91,50,45,170,74,50,1
0,0,1,0,0,1,0,0,1,17,205,358,77,70,51,54,81,100,0
1,0,0,1,0,0,1,0,0,134,47,224,12,84,88,103,69,46,0
0,1,0,0,1,0,0,1,0,313,252,77,8,20,31,42,98,52,1
0,0,1,0,0,1,0,0,1,340,336,111,4,93,71,219,65,44,0
1,0,0,1,0,0,1,0,0,201,263,220,34,36,81,186,70,31,1
0,1,0,0,1,0,0,1,0,323,255,255,51,43,8,14,72,64,0
0,0,1,0,0,1,0,0,1,228,82,189,44,47,52,237,55,61,0
1,0,0,1,0,0,1,0,0,148,79,11,71,83,99,105,94,35,1
0,1,0,0,1,0,0,1,0,315,360,312,74,4,86,186,59,83,1
0,0,1,0,0,1,0,0,1,10,189,17,93,66,20,69,61,77,0
1,0,0,1,0,0,1,0,0,307,133,98,63,23,44,124,86,9,0
0,1,0,0,1,0,0,1,0,273,203,111,41,55,52,22,59,63,1
0,0,1,0,0,1,0,0,1,87,174,240,25,71,20,107,88,78,1
1,0,0,1,0,0,1,0,0,13,186,173,25,96,52,88,82,59,0
0,1,0,0,1,0,0,1,0,285,68,172,45,51,53,177,72,84,0
0,0,1,0,0,1,0,0,1,149,357,352,10,70,17,158,84,65,1
1,0,0,1,0,0,1,0,0,343,269,275,54,55,29,167,99,80,0
0,1,0,0,1,0,0,1,0,46,164,241,88,57,48,160,58,34,0
0,0,1,0,0,1,0,0,1,260,122,57,60,78,84,228,90,78,1
1,0,0,1,0,0,1,0,0,177,125,197,45,12,27,137,80,11,1
0,1,0,0,1,0,0,1,0,179,256,206,44,4,58,74,91,42,0
0,0,1,0,0,1,0,0,1,344,210,284,74,92,16,1,100,18,1
1,0,0,1,0,0,1,0,0,338,80,99,55,29,96,167,80,57,0
0,1,0,0,1,0,0,1,0,132,50,14,51,89,96,204,89,85,0
0,0,1,0,0,1,0,0,1,117,29,63,70,22,21,97,66,96,1
1,0,0,1,0,0,1,0,0,97,16,332,56,22,35,225,68,15,1
0,1,0,0,1,0,0,1,0,45,97,284,97,10,19,214,53,42,1
0,0,1,0,0,1,0,0,1,196,44,324,22,49,50,107,92,98,1
1,0,0,1,0,0,1,0,0,236,116,162,29,94,43,185,63,89,0
0,1,0,0,1,0,0,1,0,218,352,226,55,52,83,206,95,86,0
0,0,1,0,0,1,0,0,1,177,348,276,79,56,87,3,56,55,0
1,0,0,1,0,0,1,0,0,64,206,96,89,80,85,133,55,26,1
0,1,0,0,1,0,0,1,0,8,3,136,45,24,71,111,82,67,1
0,0,1,0,0,1,0,0,1,24,359,156,48,79,62,63,50,96,0
1,0,0,1,0,0,1,0,0,271,304,235,54,40,75,142,60,44,0
0,1,0,0,1,0,0,1,0,236,76,98,15,56,99,14,94,86,0
0,0,1,0,0,1,0,0,1,16,34,35,60,44,38,113,51,55,1
1,0,0,1,0,0,1,0,0,80,67,275,13,45,95,247,78,50,0
0,1,0,0,1,0,0,1,0,64,283,217,7,91,51,50,74,85,1
0,0,1,0,0,1,0,0,1,305,163,74,91,76,86,161,68,0,0
1,0,0,1,0,0,1,0,0,105,65,248,26,0,39,83,78,25,1
0,1,0,0,1,0,0,1,0,7,338,303,47,40,92,166,69,51,1
0,0,1,0,0,1,0,0,1,20,74,125,0,13,91,155,52,38,1
1,0,0,1,0,0,1,0,0,194,291,251,19,87,28,125,81,58,1
0,1,0,0,1,0,0,1,0,124,144,159,43,35,26,104,50,28,0
0,0,1,0,0,1,0,0,1,189,170,241,67,78,39,36,78,29,0
1,0,0,1,0,0,1,0,0,61,255,40,80,7,17,31,89,93,0
0,1,0,0,1,0,0,1,0,172,145,32,46,52,50,154,66,60,1
0,0,1,0,0,1,0,0,1,297,332,67,4,28,24,234,83,27,0
1,0,0,1,0,0,1,0,0,310,241,43,61,46,98,181,65,7,0
0,1,0,0,1,0,0,1,0,178,325,5,23,31,60,8,60,98,0
0,0,1,0,0,1,0,0,1,72,17,57,50,64,29,90,88,86,1
1,0,0,1,0,0,1,0,0,220,148,85,67,11,73,196,76,96,1
0,1,0,0,1,0,0,1,0,167,176,145,59,15,3,55,87,31,0
0,0,1,0,0,1,0,0,1,286,286,260,48,91,11,146,96,87,0
1,0,0,1,0,0,1,0,0,237,235,111,100,30,99,2,61,93,0
0,1,0,0,1,0,0,1,0,218,338,264,69,75,55,191,55,20,0
0,0,1,0,0,1,0,0,1,100,123,20,96,47,7,9,58,9,1
1,0,0,1,0,0,1,0,0,252,42,123,49,49,73,108,97,24,1
0,1,0,0,1,0,0,1,0,9,231,32,70,11,28,116,55,58,1
0,0,1,0,0,1,0,0,1,29,9,147,7,8,29,254,63,30,1
1,0,0,1,0,0,1,0,0,321,320,218,45,29,41,188,60,61,1
0,1,0,0,1,0,0,1,0,279,193,93,98,53,49,150,96,83,0
0,0,1,0,0,1,0,0,1,316,242,253,55,65,59,55,72,68,1
1,0,0,1,0,0,1,0,0,18,189,122,27,25,27,16,58,58,0
0,1,0,0,1,0,0,1,0,2,345,240,74,73,78,89,90,39,1
0,0,1,0,0,1,0,0,1,30,137,13,38,91,50,106,95,58,1
1,0,0,1,0,0,1,0,0,10,59,242,17,8,29,241,84,14,0
0,1,0,0,1,0,0,1,0,70,315,292,14,18,86,132,77,67,1
0,0,1,0,0,1,0,0,1,320,307,59,66,0,9,30,57,68,1
1,0,0,1,0,0,1,0,0,71,344,230,56,72,88,1,83,41,0
0,1,0,0,1,0,0,1,0,358,6,181,60,66,78,198,62,34,0
0,0,1,0,0,1,0,0,1,190,108,97,97,49,77,114,57,87,1
1,0,0,1,0,0,1,0,0,203,267,272,95,16,14,27,79,45,1
0,1,0,0,1,0,0,1,0,282,18,326,90,3,70,96,90,69,0
0,0,1,0,0,1,0,0,1,313,181,159,24,83,78,24,66,78,1
1,0,0,1,0,0,1,0,0,147,30,99,29,27,97,113,50,61,0
0,1,0,0,1,0,0,1,0,216,273,81,44,52,48,255,88,49,0
0,0,1,0,0,1,0,0,1,244,142,242,90,34,77,143,75,38,0
1,0,0,1,0,0,1,0,0,1,173,353,94,58,48,40,82,37,1
0,1,0,0,1,0,0,1,0,172,280,140,64,87,50,81,85,54,0
0,0,1,0,0,1,0,0,1,98,78,325,37,18,71,184,90,57,1
1,0,0,1,0,0,1,0,0,344,89,332,77,34,100,79,81,94,1
0,1,0,0,1,0,0,1,0,169,357,281,1,10,83,255,63,97,0
0,0,1,0,0,1,0,0,1,281,288,97,5,67,34,46,53,45,1
1,0,0,1,0,0,1,0,0,299,164,208,87,56,28,81,84,55,0
0,1,0,0,1,0,0,1,0,142,99,27,83,45,13,37,65,99,0
0,0,1,0,0,1,0,0,1,210,263,20,32,80,63,206,70,15,0
1,0,0,1,0,0,1,0,0,257,109,242,60,91,11,185,58,24,0
0,1,0,0,1,0,0,1,0,94,36,198,65,17,18,127,98,95,1
0,0,1,0,0,1,0,0,1,300,15,346,98,24,94,64,52,57,1
1,0,0,1,0,0,1,0,0,148,73,112,23,74,52,184,83,24,0
0,1,0,0,1,0,0,1,0,138,191,176,27,64,62,16,90,20,1
0,0,1,0,0,1,0,0,1,275,296,232,100,59,89,6,69,57,0
1,0,0,1,0,0,1,0,0,8,98,318,27,34,97,55,51,77,1
0,1,0,0,1,0,0,1,0,40,9,176,62,58,3,149,95,89,0
0,0,1,0,0,1,0,0,1,214,81,315,15,32,28,32,68,87,1
1,0,0,1,0,0,1,0,0,210,102,2,78,23,70,220,81,98,0
0,1,0,0,1,0,0,1,0,17,18,20,26,31,18,163,69,62,0
0,0,1,0,0,1,0,0,1,142,189,106,47,91,13,181,82,15,1
1,0,0,1,0,0,1,0,0,11,302,73,62,88,12,78,52,46,0
0,1,0,0,1,0,0,1,0,190,217,195,27,32,17,128,87,79,0
0,0,1,0,0,1,0,0,1,252,242,305,92,64,33,91,96,64,0
1,0,0,1,0,0,1,0,0,96,266,132,55,23,89,46,61,50,0
